Database of representative transcript models for protein-coding genes in X. laevis and for the poly(A)-tail length standards.
Transcript models were curated from Unigene; the sequence of each transcript is provided in an accompanying file (Xenopus_whole_transcripts.txt).
Coordinates of each Xenopus gene are in reference to the corresponding sequence in Xenopus_whole_transcripts.txt.
UniqueID	GeneName	UniqueID	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
51593177	cell adhesion molecule 4	51593177	+	0	1248	46	1219	1	0	1248,
54311364	hypothetical LOC495394	54311364	+	0	1037	74	854	1	0	1037,
47123992	hypothetical protein MGC83886	47123992	+	0	3216	164	1703	1	0	3216,
50603773	dyslexia susceptibility 1 candidate 1	50603773	+	0	2046	39	1305	1	0	2046,
7800179	bicaudal-C (Bic-C) mRNA	7800179	+	0	3301	158	3050	1	0	3301,
83318208	hypothetical protein MGC130840	83318208	+	0	1657	44	749	1	0	1657,
54038079	hypothetical LOC495152	54038079	+	0	1960	255	1227	1	0	1960,
49116655	MGC80827 protein	49116655	+	0	3874	169	2980	1	0	3874,
1755149	nocturnin mRNA	1755149	+	0	2028	35	1202	1	0	2028,
154224823	IncaA mRNA	154224823	+	0	1177	114	1065	1	0	1177,
68533735	hypothetical protein MGC83233	68533735	+	0	2951	67	2761	1	0	2951,
57920941	hypothetical protein MGC85123	57920941	+	0	1730	75	1245	1	0	1730,
80479254	hypothetical protein MGC130921	80479254	+	0	2580	114	2199	1	0	2580,
125859119	hypothetical protein LOC100037207	125859119	+	0	3157	35	323	1	0	3157,
49116898	MGC80457 protein	49116898	+	0	1767	385	1354	1	0	1767,
49119391	MGC82564 protein	49119391	+	0	1443	59	1055	1	0	1443,
77748377	tubulin	77748377	+	0	1517	45	1404	1	0	1517,
50603681	caveolin-2	50603681	+	0	1987	45	528	1	0	1987,
66910975	hypothetical protein MGC115437	66910975	+	0	1089	18	768	1	0	1089,
116063470	muscle specific protein	116063470	+	0	2278	23	1565	1	0	2278,
28302343	N-myc downstream regulated gene 1	28302343	+	0	2653	217	1408	1	0	2653,
49116765	MGC80614 protein	49116765	+	0	2468	282	1557	1	0	2468,
124481717	ATPase	124481717	+	0	5019	435	3564	1	0	5019,
27924200	similar to selenoprotein T	27924200	+	0	1826	202	622	1	0	1826,
33585696	phosphotriesterase related	33585696	+	0	1840	28	1078	1	0	1840,
66910816	hypothetical protein MGC115495	66910816	+	0	1599	65	1034	1	0	1599,
84570128	hypothetical protein MGC131049	84570128	+	0	1582	16	1135	1	0	1582,
80477519	RNA helicase II/Gu	80477519	+	0	2625	152	2459	1	0	2625,
163916333	hypothetical protein LOC100137661	163916333	+	0	1225	42	828	1	0	1225,
47123003	hypothetical protein MGC82285	47123003	+	0	1510	71	932	1	0	1510,
27696913	F-box and WD-40 domain protein 2	27696913	+	0	1764	59	1424	1	0	1764,
49522238	MGC81970 protein	49522238	+	0	2469	223	1762	1	0	2469,
50417739	mab-21-like 1	50417739	+	0	2455	214	1294	1	0	2455,
27696383	mitochondrial ribosomal protein L45	27696383	+	0	1314	39	969	1	0	1314,
10442649	homeobox transcription factor Nkx2-1 (Nkx2-1) mRNA	10442649	+	0	1615	161	1205	1	0	1615,
54311394	MGC84014 protein	54311394	+	0	1192	101	548	1	0	1192,
76779690	chromosomal passenger complex protein Dasra B	76779690	+	0	1228	59	902	1	0	1228,
49522271	MGC83996 protein	49522271	+	0	2408	44	1724	1	0	2408,
124481698	hypothetical protein LOC100037142	124481698	+	0	1517	141	1236	1	0	1517,
111924349	AQP-x5 mRNA for aquaporin-x5	111924349	+	0	2728	63	885	1	0	2728,
50415018	MGC80861 protein	50415018	+	0	1803	48	1392	1	0	1803,
49899084	cleavage stimulation factor	49899084	+	0	1822	183	1479	1	0	1822,
80479390	hypothetical protein MGC131342	80479390	+	0	2574	209	1970	1	0	2574,
51258229	MGC80217 protein	51258229	+	0	3151	65	2975	1	0	3151,
52354809	Glycolipid transfer protein-A	52354809	+	0	2450	93	723	1	0	2450,
54038352	hypothetical LOC495224	54038352	+	0	2306	133	2074	1	0	2306,
46249833	hypothetical protein MGC81193	46249833	+	0	2421	194	767	1	0	2421,
50603721	mitochondrial ribosomal protein L15	50603721	+	0	1065	20	911	1	0	1065,
27924259	px19-like protein	27924259	+	0	1104	208	859	1	0	1104,
54038046	hypothetical LOC495123	54038046	+	0	2046	59	1094	1	0	2046,
60648177	hypothetical protein MGC85130	60648177	+	0	1870	134	1574	1	0	1870,
80476276	hypothetical protein LOC398687	80476276	+	0	2416	101	824	1	0	2416,
49115855	MGC82894 protein	49115855	+	0	1674	67	1564	1	0	1674,
68534428	myosin light chain 1v	68534428	+	0	1190	61	628	1	0	1190,
50418294	MGC80949 protein	50418294	+	0	2429	117	2127	1	0	2429,
32484268	hypothetical protein MGC64316	32484268	+	0	1304	18	1152	1	0	1304,
157423178	hypothetical protein LOC100126640	157423178	+	0	1661	25	1483	1	0	1661,
54673688	hypothetical LOC495498	54673688	+	0	2250	612	1383	1	0	2250,
80477888	hypothetical protein MGC132383	80477888	+	0	1908	348	1308	1	0	1908,
161611652	hypothetical protein LOC100127297	161611652	+	0	1668	23	1373	1	0	1668,
80477030	hypothetical protein MGC78986	80477030	+	0	2024	325	784	1	0	2024,
41349727	Mitf-M mRNA for micophthalmia-associated transcription factor type M	41349727	+	0	1640	137	1316	1	0	1640,
49257583	MGC81974 protein	49257583	+	0	2235	203	1529	1	0	2235,
83405094	hypothetical protein MGC130880	83405094	+	0	1057	335	941	1	0	1057,
27769156	similar to solute carrier family 3 (activators of dibasic and neutral amino acid transport)	27769156	+	0	2995	23	1640	1	0	2995,
125858635	hypothetical protein LOC100037206	125858635	+	0	1803	44	1418	1	0	1803,
148745598	forkhead box protein FoxN4	148745598	+	0	3018	75	1596	1	0	3018,
51258574	MGC86401 protein	51258574	+	0	2150	16	1537	1	0	2150,
38014496	hypothetical protein MGC68777	38014496	+	0	1826	82	1144	1	0	1826,
27371262	microfibrillar-associated protein 2	27371262	+	0	1319	84	666	1	0	1319,
37544865	Krueppel-like factor 15 (KLF15) mRNA	37544865	+	0	1198	0	1197	1	0	1198,
47939979	hypothetical protein MGC82397	47939979	+	0	1574	70	1192	1	0	1574,
160773908	hypothetical protein LOC100127280	160773908	+	0	656	14	587	1	0	656,
1147745	oocyte inwardly-rectifying potassium channel subunit (xir) mRNA	1147745	+	0	1551	110	1400	1	0	1551,
49116045	MGC83642 protein	49116045	+	0	2692	102	2526	1	0	2692,
52354652	hypothetical LOC494785	52354652	+	0	1577	159	573	1	0	1577,
114107913	clathrin	114107913	+	0	1012	108	720	1	0	1012,
28278114	hypothetical protein MGC52842	28278114	+	0	2418	174	1566	1	0	2418,
51703887	MGC81751 protein	51703887	+	0	3191	78	1050	1	0	3191,
28278777	nicalin	28278777	+	0	2202	41	1724	1	0	2202,
49256216	MGC84001 protein	49256216	+	0	1131	76	304	1	0	1131,
54311390	hypothetical LOC495342	54311390	+	0	4430	16	1252	1	0	4430,
32766474	hypothetical protein MGC64433	32766474	+	0	1644	132	774	1	0	1644,
62740106	cDNA clone MGC:115056 IMAGE:6957039	62740106	+	0	1611	115	757	1	0	1611,
450644	tryptophan hydroxylase mRNA	450644	+	0	1652	11	1457	1	0	1652,
50368788	MGC82328 protein	50368788	+	0	2169	37	535	1	0	2169,
54038391	hypothetical LOC495247	54038391	+	0	2183	111	486	1	0	2183,
52789334	hypothetical LOC494842	52789334	+	0	1774	167	1184	1	0	1774,
62533177	probable imidazolonepropionase	62533177	+	0	2210	40	1357	1	0	2210,
54311275	neuritin-B	54311275	+	0	1738	139	574	1	0	1738,
76780025	U5 snRNP-specific 40 kDa protein (hPrp8-binding)	76780025	+	0	1751	206	1220	1	0	1751,
47125211	hypothetical protein LOC100137612	47125211	+	0	2548	96	474	1	0	2548,
27924443	Phophoribosylpyrophosphate synthetase	27924443	+	0	2767	200	1157	1	0	2767,
120537887	hypothetical protein LOC100036875	120537887	+	0	2007	61	1219	1	0	2007,
84105509	similar to plysia ras-related homolog A2	84105509	+	0	3179	189	771	1	0	3179,
52078359	hypothetical LOC494648	52078359	+	0	984	12	906	1	0	984,
49256364	MGC84752 protein	49256364	+	0	1195	41	962	1	0	1195,
117558242	DKFZP434B168 protein	117558242	+	0	3114	11	2960	1	0	3114,
51703869	ubiquitin-like fusion protein	51703869	+	0	3012	315	2421	1	0	3012,
49116090	MGC84552 protein	49116090	+	0	1431	146	1202	1	0	1431,
38014683	hypothetical protein MGC68721	38014683	+	0	3103	98	1481	1	0	3103,
51950230	MGC81945 protein	51950230	+	0	2100	56	1526	1	0	2100,
54311382	Immunoglobulin superfamily member 3	54311382	+	0	4748	133	3631	1	0	4748,
46250109	hypothetical protein MGC81293	46250109	+	0	4599	124	3403	1	0	4599,
71051195	hypothetical LOC495840	71051195	+	0	1864	17	1604	1	0	1864,
50415853	MGC81610 protein	50415853	+	0	2426	218	1352	1	0	2426,
47123075	calcium/calmodulin-dependent protein kinase	47123075	+	0	2213	488	1676	1	0	2213,
37747770	insulin-like growth factor binding protein 1	37747770	+	0	2468	43	853	1	0	2468,
49119339	MGC80957 protein	49119339	+	0	1953	66	1440	1	0	1953,
34809211	RTN4.2-A2 (RTN4) mRNA	34809211	+	0	3980	118	3253	1	0	3980,
54647608	hypothetical LOC495447	54647608	+	0	1183	68	746	1	0	1183,
66910806	hypothetical protein MGC115446	66910806	+	0	2237	174	1125	1	0	2237,
66911599	hypothetical protein MGC115620	66911599	+	0	1383	132	1242	1	0	1383,
50418402	MGC84016 protein	50418402	+	0	2600	248	2009	1	0	2600,
50415203	MGC81773 protein	50415203	+	0	1099	141	726	1	0	1099,
169641980	hypothetical protein LOC100158276	169641980	+	0	2173	420	1467	1	0	2173,
68533733	hypothetical protein LOC432146	68533733	+	0	5078	147	2211	1	0	5078,
51950064	MGC81791 protein	51950064	+	0	4222	141	3015	1	0	4222,
1163140	potassium channel alpha subunit Kv2.2 (XShab12) mRNA	1163140	+	0	2698	0	2697	1	0	2698,
76779657	hypothetical protein MGC132086	76779657	+	0	1827	307	637	1	0	1827,
62739310	ELAV (embryonic lethal	62739310	+	0	1941	238	1318	1	0	1941,
49115912	MGC82982 protein	49115912	+	0	3784	56	1382	1	0	3784,
84105471	RNA-binding protein 26	84105471	+	0	4036	260	3434	1	0	4036,
163916499	hypothetical protein MGC80989	163916499	+	0	1816	78	1212	1	0	1816,
57032979	hypothetical LOC496319	57032979	+	0	1593	126	693	1	0	1593,
5442272	basic-helix-loop-helix transcription factor hairy2 (hairy2) mRNA	5442272	+	0	1805	131	971	1	0	1805,
27694916	hypothetical protein MGC53705	27694916	+	0	1643	144	1203	1	0	1643,
47124720	hypothetical protein MGC82200	47124720	+	0	3303	22	1552	1	0	3303,
51950158	MGC81833 protein	51950158	+	0	980	61	829	1	0	980,
66910835	hypothetical protein MGC115571	66910835	+	0	1525	176	773	1	0	1525,
46250221	hypothetical protein MGC81496	46250221	+	0	1692	398	1508	1	0	1692,
68533791	hypothetical protein MGC115682	68533791	+	0	2914	123	1881	1	0	2914,
34783852	secreted cysteine-rich protein cyr61	34783852	+	0	2007	246	1374	1	0	2007,
37962712	autosomal recessive hypercholesterolemia alpha (ARH alpha) mRNA	37962712	+	0	3179	74	1004	1	0	3179,
50603595	origin recognition complex	50603595	+	0	2324	39	717	1	0	2324,
37783602	Nijmegen breakage syndrome 1 mRNA	37783602	+	0	2445	65	2357	1	0	2445,
51258434	MGC84173 protein	51258434	+	0	2298	56	1040	1	0	2298,
213626872	cDNA clone MGC:197033 IMAGE:9093688	213626872	+	0	2694	140	2513	1	0	2694,
86577719	hypothetical protein MGC131376	86577719	+	0	2868	344	2540	1	0	2868,
50603935	MGC82198 protein	50603935	+	0	1592	8	401	1	0	1592,
32766504	Neurocalcin	32766504	+	0	2177	372	954	1	0	2177,
80477148	hypothetical protein MGC131139	80477148	+	0	2691	152	1544	1	0	2691,
68533737	RDC1 like protein	68533737	+	0	1966	101	1187	1	0	1966,
46250142	transcription factor AP-2 alpha	46250142	+	0	1937	445	1669	1	0	1937,
112419035	hypothetical LOC496301	112419035	+	0	1815	8	1718	1	0	1815,
50418358	24-dehydrocholesterol reductase	50418358	+	0	2013	112	1663	1	0	2013,
78191612	PXN-FBPL precursor	78191612	+	0	3822	43	3373	1	0	3822,
28422200	similar to gap junction protein	28422200	+	0	3506	45	1179	1	0	3506,
57239844	MTG16b (MTG16) mRNA	57239844	+	0	2088	46	1714	1	0	2088,
32450355	fructose-1	32450355	+	0	1172	68	1085	1	0	1172,
47939804	hypothetical protein MGC82409	47939804	+	0	1615	10	901	1	0	1615,
74273793	carbamoyl-phosphate synthetase I mRNA	74273793	+	0	4743	0	4485	1	0	4743,
28302243	annexin A2	28302243	+	0	1546	101	1115	1	0	1546,
12007267	gravin-like (gl) mRNA	12007267	+	0	8440	252	7668	1	0	8440,
68534418	cDNA clone MGC:116472 IMAGE:6935161	68534418	+	0	1386	18	828	1	0	1386,
114107773	ADP-ribosylation factor-like 11	114107773	+	0	1142	122	692	1	0	1142,
27694847	LIM domain binding 1	27694847	+	0	1545	387	1515	1	0	1545,
66911562	hypothetical protein MGC115454	66911562	+	0	1897	94	1690	1	0	1897,
51859326	MGC99134 protein	51859326	+	0	938	459	741	1	0	938,
27370861	retinitis pigmentosa 2 (X-linked recessive)	27370861	+	0	1792	159	1221	1	0	1792,
171846994	hypothetical protein LOC100158426	171846994	+	0	4280	162	3018	1	0	4280,
49256287	MGC84230 protein	49256287	+	0	1742	101	650	1	0	1742,
12584082	p53-binding protein 1 mRNA	12584082	+	0	6565	45	6360	1	0	6565,
24209780	pygopus-2beta mRNA	24209780	+	0	2742	83	1190	1	0	2742,
50415232	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen	50415232	+	0	2455	12	2193	1	0	2455,
52789218	marapsin	52789218	+	0	3154	38	1115	1	0	3154,
33327539	SLC12A8 cation-chloride cotransporter mRNA	33327539	+	0	3464	187	2353	1	0	3464,
49116802	MGC80597 protein	49116802	+	0	2730	122	1361	1	0	2730,
71051883	hypothetical protein MGC116528	71051883	+	0	1437	12	774	1	0	1437,
38014436	hypothetical protein MGC68614	38014436	+	0	3105	143	2150	1	0	3105,
310947652	Eco1 mRNA	310947652	+	0	3437	224	3128	1	0	3437,
47122927	hypothetical protein MGC81182	47122927	+	0	3146	88	1666	1	0	3146,
58702027	hypothetical protein MGC85144	58702027	+	0	2404	118	2275	1	0	2404,
66912091	hypothetical protein MGC115667	66912091	+	0	1223	68	1190	1	0	1223,
56788946	hypothetical LOC496246	56788946	+	0	1270	284	1148	1	0	1270,
52789341	hypothetical LOC494852	52789341	+	0	2561	109	373	1	0	2561,
46249547	hypothetical protein MGC81295	46249547	+	0	3432	48	768	1	0	3432,
58402663	hypothetical protein MGC85013	58402663	+	0	4315	195	1671	1	0	4315,
29126825	chromosome 1 open reading frame 6	29126825	+	0	2283	0	1800	1	0	2283,
110164832	Wnt10a (Wnt10a) mRNA	110164832	+	0	1440	94	1264	1	0	1440,
33416695	ectodysplasin 1	33416695	+	0	1958	177	1539	1	0	1958,
27695130	sulfotransferase family 1A	27695130	+	0	1330	181	1096	1	0	1330,
49118733	MGC80172 protein	49118733	+	0	2158	179	869	1	0	2158,
49522943	MGC84454 protein	49522943	+	0	2626	76	2302	1	0	2626,
156138768	FRY mRNA for furry homolog	156138768	+	0	9240	206	9239	1	0	9240,
49115008	Frodo	49115008	+	0	2762	165	2622	1	0	2762,
49118504	MGC81012 protein	49118504	+	0	3771	123	1941	1	0	3771,
49522725	metaxin 1	49522725	+	0	1256	9	972	1	0	1256,
76780127	RAB5A	76780127	+	0	1921	204	855	1	0	1921,
169642561	deoxyribonucleoside kinase-like	169642561	+	0	2406	46	883	1	0	2406,
152003251	GPRx mRNA	152003251	+	0	1434	331	1354	1	0	1434,
76779655	hypothetical LOC496085	76779655	+	0	985	5	818	1	0	985,
54647647	hypothetical LOC495445	54647647	+	0	1974	254	1238	1	0	1974,
38173758	hypothetical protein MGC68986	38173758	+	0	2646	73	2200	1	0	2646,
28278573	ankyrin repeat domain 2 (stretch responsive muscle)	28278573	+	0	2213	136	1072	1	0	2213,
49118514	MGC81019 protein	49118514	+	0	921	13	703	1	0	921,
47939964	hypothetical protein MGC81183	47939964	+	0	1853	91	1450	1	0	1853,
54038459	hypothetical LOC495163	54038459	+	0	1419	8	977	1	0	1419,
49256276	MGC84171 protein	49256276	+	0	1676	83	806	1	0	1676,
283445049	sex-determining region Y-box 2 mRNA	283445049	+	0	2153	171	1107	1	0	2153,
49903447	mitogen-inducible gene 6-like protein	49903447	+	0	4251	229	1444	1	0	4251,
27924267	lactate dehydrogenase A	27924267	+	0	1465	55	1054	1	0	1465,
27370999	similar to enolase 1	27370999	+	0	1763	64	1369	1	0	1763,
49256489	cDNA clone MGC:83395 IMAGE:7008267	49256489	+	0	2841	16	1387	1	0	2841,
117558213	growth arrest specific 7	117558213	+	0	3345	192	1617	1	0	3345,
51950246	MGC84277 protein	51950246	+	0	1170	96	828	1	0	1170,
49119008	MGC83669 protein	49119008	+	0	1302	57	927	1	0	1302,
37718714	Xtrbl mRNA for serine/threonine protein kinase	37718714	+	0	2163	1002	2034	1	0	2163,
146327093	hypothetical protein LOC100049753	146327093	+	0	1205	102	1083	1	0	1205,
114107887	hypothetical protein MGC154509	114107887	+	0	1556	110	818	1	0	1556,
49256097	similar to ribonucleotide reductase M1	49256097	+	0	2760	94	2488	1	0	2760,
27696865	hypoxia-inducible factor 1	27696865	+	0	3711	300	2709	1	0	3711,
50415459	MGC83481 protein	50415459	+	0	2258	91	769	1	0	2258,
118763663	cytoplasmic linker associated protein 1	118763663	+	0	5803	381	4752	1	0	5803,
50368625	MGC78855 protein	50368625	+	0	2399	12	579	1	0	2399,
141795375	hypothetical protein MGC82386	141795375	+	0	2503	67	1324	1	0	2503,
28703806	Uncharacterized protein C22orf9 homolog	28703806	+	0	4091	104	1382	1	0	4091,
49117973	MGC80377 protein	49117973	+	0	3442	204	1767	1	0	3442,
47124905	hypothetical protein MGC82312	47124905	+	0	3771	172	1666	1	0	3771,
887779	activating transcription factor 2 (ATF2) mRNA	887779	+	0	1521	24	1485	1	0	1521,
118723363	glucose-dependent insulinotropic polypeptide mRNA	118723363	+	0	631	36	489	1	0	631,
28175410	similar to staphylococcal nuclease domain containing 1	28175410	+	0	3295	74	2795	1	0	3295,
27696889	cleavage stimulation factor	27696889	+	0	2182	175	1471	1	0	2182,
139002549	SF-1 mRNA for steroidogenic factor 1	139002549	+	0	1602	3	1410	1	0	1602,
80477817	hypothetical protein MGC132201	80477817	+	0	2542	20	1940	1	0	2542,
49256513	MGC84763 protein	49256513	+	0	2027	4	982	1	0	2027,
56789791	hypothetical LOC496239	56789791	+	0	1778	136	1597	1	0	1778,
76780023	hypothetical protein MGC64482	76780023	+	0	1510	56	1151	1	0	1510,
30409363	FCN-3 mRNA for ficolin-3	30409363	+	0	1249	191	1031	1	0	1249,
50927270	MGC86386 protein	50927270	+	0	2974	55	2878	1	0	2974,
51258631	MGC82155 protein	51258631	+	0	2610	108	1122	1	0	2610,
51950223	cell division cycle and apoptosis regulator 1	51950223	+	0	4554	173	3647	1	0	4554,
27696950	Sjogren's syndrome/scleroderma autoantigen 1 homolog (human)	27696950	+	0	986	60	627	1	0	986,
17978562	Sp1-like zinc-finger protein XSPR-1 mRNA	17978562	+	0	3119	916	2038	1	0	3119,
47507503	hypothetical protein MGC81058	47507503	+	0	955	106	568	1	0	955,
51703491	MGC82023 protein	51703491	+	0	1965	93	1680	1	0	1965,
3757882	deoxyribonuclease gamma mRNA	3757882	+	0	1251	125	1013	1	0	1251,
49115803	MGC82814 protein	49115803	+	0	1189	89	611	1	0	1189,
46250217	similar to serologically defined colon cancer antigen 16	46250217	+	0	2730	158	2456	1	0	2730,
62825975	Myotubularin	62825975	+	0	4041	16	1825	1	0	4041,
51258474	MGC84380 protein	51258474	+	0	2669	172	505	1	0	2669,
27503340	hypothetical protein MGC53312	27503340	+	0	1212	80	992	1	0	1212,
114107872	pyruvate dehydrogenase phosphatase isoenzyme 2	114107872	+	0	1672	191	1238	1	0	1672,
32450476	hypothetical protein MGC64360	32450476	+	0	1559	90	648	1	0	1559,
55250672	hypothetical LOC495698	55250672	+	0	4781	80	3800	1	0	4781,
56270441	hypothetical LOC495957	56270441	+	0	1211	111	792	1	0	1211,
84578914	mRNA for Xnr5-10	84578914	+	0	1783	56	1211	1	0	1783,
80476238	hypothetical protein LOC443633	80476238	+	0	1972	341	1799	1	0	1972,
49256320	neuroblastoma	49256320	+	0	2681	199	727	1	0	2681,
2642624	intersectin mRNA	2642624	+	0	4104	192	4005	1	0	4104,
46249527	hypothetical protein MGC81203	46249527	+	0	1130	81	984	1	0	1130,
49257591	MGC82029 protein	49257591	+	0	3672	100	2335	1	0	3672,
46249648	hypothetical protein MGC83177	46249648	+	0	3762	93	1302	1	0	3762,
47937624	hypothetical protein MGC81190	47937624	+	0	1310	121	358	1	0	1310,
47124923	hypothetical protein MGC83757	47124923	+	0	3893	217	1882	1	0	3893,
94573423	hypothetical protein MGC130971	94573423	+	0	4925	201	2304	1	0	4925,
71681267	hypothetical protein MGC115246	71681267	+	0	5140	125	3920	1	0	5140,
37748571	hypothetical protein MGC68539	37748571	+	0	1472	344	1355	1	0	1472,
46395039	high-affinity Na/dicarboxylate cotransporter mRNA	46395039	+	0	2346	12	1821	1	0	2346,
50603705	MGC82817 protein	50603705	+	0	2874	24	432	1	0	2874,
114107827	serine/threonine kinase 4	114107827	+	0	1136	140	1028	1	0	1136,
54038021	hypothetical LOC495099	54038021	+	0	2043	104	1586	1	0	2043,
54311452	hypothetical LOC495361	54311452	+	0	1275	76	526	1	0	1275,
58702013	hypothetical protein MGC85074	58702013	+	0	1704	219	1359	1	0	1704,
46249456	hypothetical protein MGC79016	46249456	+	0	955	82	760	1	0	955,
50414833	IMP protein	50414833	+	0	4054	129	1887	1	0	4054,
56789787	hypothetical LOC496233	56789787	+	0	879	59	812	1	0	879,
27924439	actin related protein 2/3 complex	27924439	+	0	1454	109	1219	1	0	1454,
66911529	ATP-binding domain 1 family member C	66911529	+	0	1169	63	921	1	0	1169,
1229141	DNA polymerase gamma mRNA	1229141	+	0	4397	212	3815	1	0	4397,
77748233	hypothetical LOC495505	77748233	+	0	1765	35	1637	1	0	1765,
27503216	60S ribosomal protein L5-B	27503216	+	0	1033	63	954	1	0	1033,
56790803	lethal giant larvae mRNA	56790803	+	0	3145	0	3144	1	0	3145,
49899752	cDNA clone MGC:83736 IMAGE:6639932	49899752	+	0	2043	83	1748	1	0	2043,
54311182	hypothetical LOC495296	54311182	+	0	3984	326	872	1	0	3984,
114108126	hypothetical protein MGC154753	114108126	+	0	2246	107	1208	1	0	2246,
80477215	cDNA clone MGC:130997 IMAGE:7978074	80477215	+	0	3831	310	3253	1	0	3831,
54037993	hypothetical LOC495070	54037993	+	0	2348	50	671	1	0	2348,
